Transaction_ID,Date,Amount,Description
TXN02495,2027-03-01,2179,Water Bill
TXN02496,2027-03-02,9915,Travel Expense
TXN02497,2027-03-03,9061,Vendor Payment
TXN02498,2027-03-04,3720,Electricity Bill
TXN02499,2027-03-05,3325,Rent
TXN02500,2027-03-06,924,Office Supplies
TXN02501,2027-03-07,1147,Internet Bill
TXN02502,2027-03-08,7757,Salary Payment
TXN02503,2027-03-09,774,Water Bill
TXN02504,2027-03-10,2010,Travel Expense
TXN02505,2027-03-11,10157,Vendor Payment
TXN02506,2027-03-12,1615,Electricity Bill
TXN02507,2027-03-13,4421,Rent
TXN02508,2027-03-14,2020,Office Supplies
TXN02509,2027-03-15,2243,Internet Bill
TXN02510,2027-03-16,8853,Salary Payment
TXN02511,2027-03-17,1870,Water Bill
TXN02512,2027-03-18,3106,Travel Expense
TXN02513,2027-03-19,11253,Vendor Payment
TXN02514,2027-03-20,2711,Electricity Bill
TXN02515,2027-03-21,5517,Rent
TXN02516,2027-03-22,3116,Office Supplies
TXN02517,2027-03-23,1538,Internet Bill
TXN02518,2027-03-24,9949,Salary Payment
TXN02519,2027-03-25,2966,Water Bill
TXN02520,2027-03-26,4202,Travel Expense
TXN02521,2027-03-27,12349,Vendor Payment
TXN02522,2027-03-28,3807,Electricity Bill
TXN02523,2027-03-29,6613,Rent
TXN02524,2027-03-30,4212,Office Supplies
TXN02525,2027-03-31,833,Internet Bill
TXN02526,2027-04-01,11045,Salary Payment
TXN02527,2027-04-02,1561,Water Bill
TXN02528,2027-04-03,5298,Travel Expense
TXN02529,2027-04-04,13445,Vendor Payment
TXN02530,2027-04-05,1702,Electricity Bill
TXN02531,2027-04-06,7709,Rent
TXN02532,2027-04-07,807,Office Supplies
TXN02533,2027-04-08,1929,Internet Bill
TXN02534,2027-04-09,12141,Salary Payment
TXN02535,2027-04-10,2657,Water Bill
TXN02536,2027-04-11,6394,Travel Expense
TXN02537,2027-04-12,14541,Vendor Payment
TXN02538,2027-04-13,2798,Electricity Bill
TXN02539,2027-04-14,8805,Rent
TXN02540,2027-04-15,1903,Office Supplies
TXN02541,2027-04-16,1224,Internet Bill
TXN02542,2027-04-17,13237,Salary Payment
TXN02543,2027-04-18,1252,Water Bill
TXN02544,2027-04-19,7490,Travel Expense
TXN02545,2027-04-20,3636,Vendor Payment
TXN02546,2027-04-21,3894,Electricity Bill
TXN02547,2027-04-22,9901,Rent
TXN02548,2027-04-23,2999,Office Supplies
TXN02549,2027-04-24,2320,Internet Bill
TXN02550,2027-04-25,14333,Salary Payment
TXN02551,2027-04-26,2348,Water Bill
TXN02552,2027-04-27,8586,Travel Expense
TXN02553,2027-04-28,4732,Vendor Payment
TXN02554,2027-04-29,1789,Electricity Bill
TXN02555,2027-04-30,10997,Rent
TXN02556,2026-05-01,4095,Office Supplies
TXN02557,2026-05-02,1615,Internet Bill
TXN02558,2026-05-03,15429,Salary Payment
TXN02559,2026-05-04,943,Water Bill
TXN02560,2026-05-05,9682,Travel Expense
TXN02561,2026-05-06,5828,Vendor Payment
TXN02562,2026-05-07,2885,Electricity Bill
TXN02563,2026-05-08,3092,Rent
TXN02564,2026-05-09,690,Office Supplies
TXN02565,2026-05-10,910,Internet Bill
TXN02566,2026-05-11,16525,Salary Payment
TXN02567,2026-05-12,2039,Water Bill
TXN02568,2026-05-13,1777,Travel Expense
TXN02569,2026-05-14,6924,Vendor Payment
TXN02570,2026-05-15,3981,Electricity Bill
TXN02571,2026-05-16,4188,Rent
TXN02572,2026-05-17,1786,Office Supplies
TXN02573,2026-05-18,2006,Internet Bill
TXN02574,2026-05-19,17621,Salary Payment
TXN02575,2026-05-20,634,Water Bill
TXN02576,2026-05-21,2873,Travel Expense
TXN02577,2026-05-22,8020,Vendor Payment
TXN02578,2026-05-23,1876,Electricity Bill
TXN02579,2026-05-24,5284,Rent
TXN02580,2026-05-25,2882,Office Supplies
TXN02581,2026-05-26,1301,Internet Bill
TXN02582,2026-05-27,18717,Salary Payment
TXN02583,2026-05-28,1730,Water Bill
TXN02584,2026-05-29,3969,Travel Expense
TXN02585,2026-05-30,9116,Vendor Payment
TXN02586,2026-05-31,2972,Electricity Bill
TXN02587,2026-06-01,6380,Rent
TXN02588,2026-06-02,3978,Office Supplies
TXN02589,2026-06-03,2397,Internet Bill
TXN02590,2026-06-04,19813,Salary Payment
TXN02591,2026-06-05,2826,Water Bill
TXN02592,2026-06-06,5065,Travel Expense
TXN02593,2026-06-07,10212,Vendor Payment
TXN02594,2026-06-08,867,Electricity Bill
TXN02595,2026-06-09,7476,Rent
TXN02596,2026-06-10,573,Office Supplies
TXN02597,2026-06-11,1692,Internet Bill
TXN02598,2026-06-12,20909,Salary Payment
TXN02599,2026-06-13,1421,Water Bill
TXN02600,2026-06-14,6161,Travel Expense
TXN02601,2026-06-15,11308,Vendor Payment
TXN02602,2026-06-16,1963,Electricity Bill
TXN02603,2026-06-17,8572,Rent
TXN02604,2026-06-18,1669,Office Supplies
TXN02605,2026-06-19,987,Internet Bill
TXN02606,2026-06-20,22005,Salary Payment
TXN02607,2026-06-21,2517,Water Bill
TXN02608,2026-06-22,7257,Travel Expense
TXN02609,2026-06-23,12404,Vendor Payment
TXN02610,2026-06-24,3059,Electricity Bill
TXN02611,2026-06-25,9668,Rent
TXN02612,2026-06-26,2765,Office Supplies
TXN02613,2026-06-27,2083,Internet Bill
TXN02614,2026-06-28,23101,Salary Payment
TXN02615,2026-06-29,1112,Water Bill
TXN02616,2026-06-30,8353,Travel Expense
TXN02617,2026-07-01,13500,Vendor Payment
TXN02618,2026-07-02,954,Electricity Bill
TXN02619,2026-07-03,10764,Rent
TXN02620,2026-07-04,3861,Office Supplies
TXN02621,2026-07-05,1378,Internet Bill
TXN02622,2026-07-06,24197,Salary Payment
TXN02623,2026-07-07,2208,Water Bill
TXN02624,2026-07-08,9449,Travel Expense
TXN02625,2026-07-09,14596,Vendor Payment
TXN02626,2026-07-10,2050,Electricity Bill
TXN02627,2026-07-11,11860,Rent
TXN02628,2026-07-12,4957,Office Supplies
TXN02629,2026-07-13,2474,Internet Bill
TXN02630,2026-07-14,5292,Salary Payment
TXN02631,2026-07-15,803,Water Bill
TXN02632,2026-07-16,1544,Travel Expense
TXN02633,2026-07-17,3691,Vendor Payment
TXN02634,2026-07-18,3146,Electricity Bill
TXN02635,2026-07-19,3955,Rent
TXN02636,2026-07-20,1552,Office Supplies
TXN02637,2026-07-21,1769,Internet Bill
TXN02638,2026-07-22,6388,Salary Payment
TXN02639,2026-07-23,1899,Water Bill
TXN02640,2026-07-24,2640,Travel Expense
TXN02641,2026-07-25,4787,Vendor Payment
TXN02642,2026-07-26,1041,Electricity Bill
TXN02643,2026-07-27,5051,Rent
TXN02644,2026-07-28,2648,Office Supplies
TXN02645,2026-07-29,1064,Internet Bill
TXN02646,2026-07-30,7484,Salary Payment
TXN02647,2026-07-31,2995,Water Bill
TXN02648,2026-08-01,3736,Travel Expense
TXN02649,2026-08-02,5883,Vendor Payment
TXN02650,2026-08-03,2137,Electricity Bill
TXN02651,2026-08-04,6147,Rent
TXN02652,2026-08-05,3744,Office Supplies
TXN02653,2026-08-06,2160,Internet Bill
TXN02654,2026-08-07,8580,Salary Payment
TXN02655,2026-08-08,1590,Water Bill
TXN02656,2026-08-09,4832,Travel Expense
TXN02657,2026-08-10,6979,Vendor Payment
TXN02658,2026-08-11,3233,Electricity Bill
TXN02659,2026-08-12,7243,Rent
TXN02660,2026-08-13,4840,Office Supplies
TXN02661,2026-08-14,1455,Internet Bill
TXN02662,2026-08-15,9676,Salary Payment
TXN02663,2026-08-16,2686,Water Bill
TXN02664,2026-08-17,5928,Travel Expense
TXN02665,2026-08-18,8075,Vendor Payment
TXN02666,2026-08-19,1128,Electricity Bill
TXN02667,2026-08-20,8339,Rent
TXN02668,2026-08-21,1435,Office Supplies
TXN02669,2026-08-22,750,Internet Bill
TXN02670,2026-08-23,10772,Salary Payment
TXN02671,2026-08-24,1281,Water Bill
TXN02672,2026-08-25,7024,Travel Expense
TXN02673,2026-08-26,9171,Vendor Payment
TXN02675,2026-08-28,9435,Rent
TXN02676,2026-08-29,2531,Office Supplies
TXN02677,2026-08-30,1846,Internet Bill
TXN02678,2026-08-31,11868,Salary Payment
TXN02679,2026-09-01,2377,Water Bill
TXN02680,2026-09-02,8120,Travel Expense
TXN02681,2026-09-03,10267,Vendor Payment
TXN02682,2026-09-04,3320,Electricity Bill
TXN02683,2026-09-05,10531,Rent
TXN02684,2026-09-06,3627,Office Supplies
TXN02685,2026-09-07,1141,Internet Bill
TXN02686,2026-09-08,12964,Salary Payment
TXN02687,2026-09-09,972,Water Bill
TXN02688,2026-09-10,9216,Travel Expense
TXN02689,2026-09-11,11363,Vendor Payment
TXN02690,2026-09-12,1215,Electricity Bill
TXN02691,2026-09-13,11627,Rent
TXN02692,2026-09-14,4723,Office Supplies
TXN02693,2026-09-15,2237,Internet Bill
TXN02694,2026-09-16,14060,Salary Payment
TXN02695,2026-09-17,2068,Water Bill
TXN02696,2026-09-18,1311,Travel Expense
TXN02697,2026-09-19,12459,Vendor Payment
TXN02698,2026-09-20,2311,Electricity Bill
TXN02699,2026-09-21,3722,Rent
TXN02700,2026-09-22,1318,Office Supplies
TXN02701,2026-09-23,1532,Internet Bill
TXN02702,2026-09-24,15156,Salary Payment
TXN02703,2026-09-25,663,Water Bill
TXN02704,2026-09-26,2407,Travel Expense
TXN02705,2026-09-27,13555,Vendor Payment
TXN02706,2026-09-28,3407,Electricity Bill
TXN02707,2026-09-29,4818,Rent
TXN02708,2026-09-30,2414,Office Supplies
TXN02709,2026-10-01,827,Internet Bill
TXN02710,2026-10-02,16252,Salary Payment
TXN02711,2026-10-03,1759,Water Bill
TXN02712,2026-10-04,3503,Travel Expense
TXN02713,2026-10-05,1421651,Vendor Payment
TXN02714,2026-10-06,1302,Electricity Bill
TXN02715,2026-10-07,5914,Rent
TXN02716,2026-10-08,321510,Office Supplies
TXN02717,2026-10-09,1923,Internet Bill
TXN02718,2026-10-10,17348,Salary Payment
TXN02719,2026-10-11,221855,Water Bill
TXN02720,2026-10-12,4599,Travel Expense
TXN02721,2026-10-13,3746,Vendor Payment
TXN02722,2026-10-14,2398,Electricity Bill
TXN02723,2026-10-15,7010,Rent
TXN02724,2026-10-16,4606,Office Supplies
TXN02725,2026-10-17,1218,Internet Bill
TXN02726,2026-10-18,18444,Salary Payment
TXN02727,2026-10-19,1450,Water Bill
TXN02728,2026-10-20,5695,Travel Expense
TXN02730,2026-10-22,3494,Electricity Bill
TXN02731,2026-10-23,8106,Rent
TXN02732,2026-10-24,1201,Office Supplies
TXN02733,2026-10-25,2314,Internet Bill
TXN02734,2026-10-26,19540,Salary Payment
TXN02735,2026-10-27,2546,Water Bill
TXN02736,2026-10-28,6791,Travel Expense
TXN02737,2026-10-29,5938,Vendor Payment
TXN02738,2026-10-30,1389,Electricity Bill
TXN02739,2026-10-31,9202,Rent
TXN02740,2026-11-01,2297,Office Supplies
TXN02741,2026-11-02,1609,Internet Bill
TXN02742,2026-11-03,20636,Salary Payment
TXN02743,2026-11-04,1141,Water Bill
TXN02744,2026-11-05,7887,Travel Expense
TXN02745,2026-11-06,7034,Vendor Payment
TXN02746,2026-11-07,2485,Electricity Bill
TXN02747,2026-11-08,10298,Rent
TXN02748,2026-11-09,3393,Office Supplies
TXN02749,2026-11-10,904,Internet Bill
TXN02750,2026-11-11,21732,Salary Payment
TXN02751,2026-11-12,2237,Water Bill
TXN02752,2026-11-13,8983,Travel Expense
TXN02753,2026-11-14,8130,Vendor Payment
TXN02754,2026-11-15,3581,Electricity Bill
TXN02755,2026-11-16,11394,Rent
TXN02756,2026-11-17,4489,Office Supplies
TXN02757,2026-11-18,2000,Internet Bill
TXN02758,2026-11-19,22828,Salary Payment
TXN02759,2026-11-20,832,Water Bill
TXN02760,2026-11-21,1078,Travel Expense
TXN02761,2026-11-22,9226,Vendor Payment
TXN02762,2026-11-23,1476,Electricity Bill
TXN02763,2026-11-24,3489,Rent
TXN02764,2026-11-25,1084,Office Supplies
TXN02765,2026-11-26,1295,Internet Bill
TXN02766,2026-11-27,23924,Salary Payment
TXN02767,2026-11-28,1928,Water Bill
TXN02768,2026-11-29,2174,Travel Expense
TXN02769,2026-11-30,10322,Vendor Payment
TXN02770,2026-12-01,2572,Electricity Bill
TXN02771,2026-12-02,4585,Rent
TXN02772,2026-12-03,2180,Office Supplies
TXN02773,2026-12-04,2391,Internet Bill
TXN02774,2026-12-05,5019,Salary Payment
TXN02775,2026-12-06,523,Water Bill
TXN02776,2026-12-07,3270,Travel Expense
TXN02777,2026-12-08,11418,Vendor Payment
TXN02778,2026-12-09,3668,Electricity Bill
TXN02779,2026-12-10,5681,Rent
TXN02780,2026-12-11,3276,Office Supplies
TXN02781,2026-12-12,1686,Internet Bill
TXN02782,2026-12-13,6115,Salary Payment
TXN02783,2026-12-14,1619,Water Bill
TXN02784,2026-12-15,4366,Travel Expense
TXN02785,2026-12-16,12514,Vendor Payment
TXN02786,2026-12-17,1563,Electricity Bill
TXN02787,2026-12-18,6777,Rent
TXN02788,2026-12-19,4372,Office Supplies
TXN02789,2026-12-20,981,Internet Bill
TXN02790,2026-12-21,7211,Salary Payment
TXN02791,2026-12-22,2715,Water Bill
TXN02793,2026-12-24,13610,Vendor Payment
TXN02794,2026-12-25,2659,Electricity Bill
TXN02795,2026-12-26,7873,Rent
TXN02796,2026-12-27,967,Office Supplies
TXN02797,2026-12-28,2077,Internet Bill
TXN02798,2026-12-29,8307,Salary Payment
TXN02799,2026-12-30,1310,Water Bill
TXN02800,2026-12-31,6558,Travel Expense
TXN02801,2027-01-01,14706,Vendor Payment
TXN02802,2027-01-02,3755,Electricity Bill
TXN02803,2027-01-03,8969,Rent
TXN02804,2027-01-04,2063,Office Supplies
TXN02805,2027-01-05,1372,Internet Bill
TXN02806,2027-01-06,9403,Salary Payment
TXN02807,2027-01-07,2406,Water Bill
TXN02808,2027-01-08,7654,Travel Expense
TXN02809,2027-01-09,3801,Vendor Payment
TXN02810,2027-01-10,1650,Electricity Bill
TXN02811,2027-01-11,10065,Rent
TXN02812,2027-01-12,3159,Office Supplies
TXN02813,2027-01-13,2468,Internet Bill
TXN02814,2027-01-14,10499,Salary Payment
TXN02815,2027-01-15,1001,Water Bill
TXN02816,2027-01-16,8750,Travel Expense
TXN02817,2027-01-17,4897,Vendor Payment
TXN02818,2027-01-18,2746,Electricity Bill
TXN02819,2027-01-19,11161,Rent
TXN02820,2027-01-20,4255,Office Supplies
TXN02821,2027-01-21,1763,Internet Bill
TXN02822,2027-01-22,11595,Salary Payment
TXN02823,2027-01-23,2097,Water Bill
TXN02824,2027-01-24,9846,Travel Expense
TXN02825,2027-01-25,5993,Vendor Payment
TXN02826,2027-01-26,3842,Electricity Bill
TXN02827,2027-01-27,322156,Rent
TXN02828,2027-01-28,850,Office Supplies
TXN02829,2027-01-29,1058,Internet Bill
TXN02830,2027-01-30,1221691,Salary Payment
TXN02831,2027-01-31,692,Water Bill
TXN02832,2027-02-01,1941,Travel Expense
TXN02833,2027-02-02,7089,Vendor Payment
TXN02834,2027-02-03,121737,Electricity Bill
TXN02835,2027-02-04,4352,Rent
TXN02836,2027-02-05,192146,Office Supplies
TXN02837,2027-02-06,2154,Internet Bill
TXN02838,2027-02-07,13787,Salary Payment
TXN02839,2027-02-08,172188,Water Bill
TXN02840,2027-02-09,3037,Travel Expense
TXN02841,2027-02-10,8185,Vendor Payment
TXN02842,2027-02-11,221833,Electricity Bill
TXN02843,2027-02-12,5448,Rent
TXN02844,2027-02-13,3042,Office Supplies
TXN02845,2027-02-14,1449,Internet Bill
TXN02846,2027-02-15,14883,Salary Payment
TXN02847,2027-02-16,2884,Water Bill
TXN02848,2027-02-17,4133,Travel Expense
TXN02849,2027-02-18,9281,Vendor Payment
TXN02850,2027-02-19,3929,Electricity Bill
TXN02851,2027-02-20,6544,Rent
TXN02852,2027-02-21,4138,Office Supplies
TXN02854,2027-02-23,15979,Salary Payment
TXN02855,2027-02-24,1479,Water Bill
TXN02856,2027-02-25,5229,Travel Expense
TXN02857,2027-02-26,10377,Vendor Payment
TXN02858,2027-02-27,1824,Electricity Bill
TXN02859,2027-02-28,7640,Rent
TXN02860,2027-03-01,733,Office Supplies
TXN02861,2027-03-02,1840,Internet Bill
TXN02862,2027-03-03,17075,Salary Payment
TXN02863,2027-03-04,2575,Water Bill
TXN02864,2027-03-05,6325,Travel Expense
TXN02865,2027-03-06,11473,Vendor Payment
TXN02866,2027-03-07,2920,Electricity Bill
TXN02867,2027-03-08,8736,Rent
TXN02868,2027-03-09,1829,Office Supplies
TXN02869,2027-03-10,1135,Internet Bill
TXN02870,2027-03-11,18171,Salary Payment
TXN02871,2027-03-12,1170,Water Bill
TXN02872,2027-03-13,7421,Travel Expense
TXN02873,2027-03-14,12569,Vendor Payment
TXN02874,2027-03-15,815,Electricity Bill
TXN02875,2027-03-16,9832,Rent
TXN02876,2027-03-17,2925,Office Supplies
TXN02877,2027-03-18,2231,Internet Bill
TXN02878,2027-03-19,19267,Salary Payment
TXN02879,2027-03-20,2266,Water Bill
TXN02880,2027-03-21,8517,Travel Expense
TXN02881,2027-03-22,13665,Vendor Payment
TXN02882,2027-03-23,1911,Electricity Bill
TXN02883,2027-03-24,10928,Rent
TXN02884,2027-03-25,4021,Office Supplies
TXN02885,2027-03-26,1526,Internet Bill
TXN02886,2027-03-27,20363,Salary Payment
TXN02887,2027-03-28,861,Water Bill
TXN02888,2027-03-29,9613,Travel Expense
TXN02889,2027-03-30,14761,Vendor Payment
TXN02890,2027-03-31,3007,Electricity Bill
TXN02891,2027-04-01,3023,Rent
TXN02892,2027-04-02,616,Office Supplies
TXN02893,2027-04-03,821,Internet Bill
TXN02894,2027-04-04,21459,Salary Payment
TXN02895,2027-04-05,1957,Water Bill
TXN02896,2027-04-06,1708,Travel Expense
TXN02897,2027-04-07,3856,Vendor Payment
TXN02898,2027-04-08,902,Electricity Bill
TXN02899,2027-04-09,4119,Rent
TXN02900,2027-04-10,1712,Office Supplies
TXN02901,2027-04-11,1917,Internet Bill
TXN02902,2027-04-12,22555,Salary Payment
TXN02903,2027-04-13,552,Water Bill
TXN02904,2027-04-14,2804,Travel Expense
TXN02905,2027-04-15,4952,Vendor Payment
TXN02906,2027-04-16,1998,Electricity Bill
TXN02907,2027-04-17,5215,Rent
TXN02908,2027-04-18,2808,Office Supplies
TXN02909,2027-04-19,1212,Internet Bill
TXN02910,2027-04-20,23651,Salary Payment
TXN02911,2027-04-21,1648,Water Bill
TXN02912,2027-04-22,3900,Travel Expense
TXN02913,2027-04-23,6048,Vendor Payment
TXN02914,2027-04-24,3094,Electricity Bill
TXN02933,2026-05-13,898,Internet Bill
TXN02915,2027-04-25,6311,Rent
TXN02916,2027-04-26,3904,Office Supplies
TXN02917,2027-04-27,221308,Internet Bill
TXN02918,2027-04-28,24747,Salary Payment
TXN02920,2027-04-30,492196,Travel Expense
TXN02921,2026-05-01,7144,Vendor Payment
TXN02922,2026-05-02,98921,Electricity Bill
TXN02923,2026-05-03,7407,Rent
TXN02924,2026-05-04,5000,Office Supplies
TXN02925,2026-05-05,162103,Internet Bill
TXN02926,2026-05-06,5842,Salary Payment
TXN02927,2026-05-07,1339,Water Bill
TXN02928,2026-05-08,6092,Travel Expense
TXN02929,2026-05-09,8240,Vendor Payment
TXN02930,2026-05-10,2085,Electricity Bill
TXN02931,2026-05-11,8503,Rent
TXN02932,2026-05-12,1595,Office Supplies
TXN02933,2026-05-13,898,Internet Bill
TXN02934,2026-05-14,6938,Salary Payment
TXN02935,2026-05-15,2435,Water Bill
TXN02936,2026-05-16,7188,Travel Expense
TXN02937,2026-05-17,9336,Vendor Payment
TXN02938,2026-05-18,3181,Electricity Bill
TXN02939,2026-05-19,9599,Rent
TXN02940,2026-05-20,2691,Office Supplies
TXN02941,2026-05-21,1994,Internet Bill
TXN02942,2026-05-22,8034,Salary Payment
TXN02943,2026-05-23,1030,Water Bill
TXN02944,2026-05-24,8284,Travel Expense
TXN02945,2026-05-25,10432,Vendor Payment
TXN02946,2026-05-26,1076,Electricity Bill
TXN02947,2026-05-27,10695,Rent
TXN02948,2026-05-28,3787,Office Supplies
TXN02949,2026-05-29,1289,Internet Bill
TXN02950,2026-05-30,9130,Salary Payment
TXN02951,2026-05-31,2126,Water Bill
TXN02952,2026-06-01,9380,Travel Expense
TXN02953,2026-06-02,11528,Vendor Payment
TXN02954,2026-06-03,2172,Electricity Bill
TXN02955,2026-06-04,11791,Rent
TXN02956,2026-06-05,4883,Office Supplies
TXN02957,2026-06-06,2385,Internet Bill
TXN02958,2026-06-07,10226,Salary Payment
TXN02959,2026-06-08,721,Water Bill
TXN02960,2026-06-09,1475,Travel Expense
TXN02961,2026-06-10,12624,Vendor Payment
TXN02962,2026-06-11,3268,Electricity Bill
TXN02963,2026-06-12,3886,Rent
TXN02964,2026-06-13,1478,Office Supplies
TXN02965,2026-06-14,1680,Internet Bill
TXN02966,2026-06-15,11322,Salary Payment
TXN02967,2026-06-16,1817,Water Bill
TXN02968,2026-06-17,2571,Travel Expense
TXN02969,2026-06-18,13720,Vendor Payment
TXN02970,2026-06-19,1163,Electricity Bill
TXN02971,2026-06-20,4982,Rent
TXN02972,2026-06-21,2574,Office Supplies
TXN02973,2026-06-22,975,Internet Bill
TXN02974,2026-06-23,12418,Salary Payment
TXN02975,2026-06-24,2913,Water Bill
TXN02976,2026-06-25,3667,Travel Expense
TXN02977,2026-06-26,14816,Vendor Payment
TXN02978,2026-06-27,2259,Electricity Bill
TXN02979,2026-06-28,6078,Rent
TXN02980,2026-06-29,3670,Office Supplies
TXN02981,2026-06-30,2071,Internet Bill
TXN02982,2026-07-01,13514,Salary Payment
TXN02983,2026-07-02,1508,Water Bill
TXN02985,2026-07-04,3911,Vendor Payment
TXN02986,2026-07-05,3355,Electricity Bill
TXN02987,2026-07-06,7174,Rent
TXN02988,2026-07-07,4766,Office Supplies
TXN02989,2026-07-08,1366,Internet Bill
TXN02990,2026-07-09,14610,Salary Payment
TXN02991,2026-07-10,2604,Water Bill
TXN02992,2026-07-11,5859,Travel Expense
TXN02993,2026-07-12,5007,Vendor Payment
TXN02994,2026-07-13,1250,Electricity Bill
TXN02995,2026-07-14,8270,Rent
TXN02996,2026-07-15,136211,Office Supplies
TXN02997,2026-07-16,2462,Internet Bill
TXN02998,2026-07-17,15706,Salary Payment
TXN02999,2026-07-18,1199,Water Bill
TXN03000,2026-07-19,692155,Travel Expense
TXN03001,2026-07-20,6103,Vendor Payment
TXN03002,2026-07-21,221346,Electricity Bill
TXN03003,2026-07-22,9366,Rent
TXN03004,2026-07-23,2457,Office Supplies
TXN03005,2026-07-24,1757,Internet Bill
TXN03006,2026-07-25,16802,Salary Payment
TXN03007,2026-07-26,222195,Water Bill
TXN03008,2026-07-27,8051,Travel Expense
TXN03009,2026-07-28,7199,Vendor Payment
TXN03010,2026-07-29,3442,Electricity Bill
TXN03011,2026-07-30,10462,Rent
TXN03012,2026-07-31,3553,Office Supplies
TXN03013,2026-08-01,1052,Internet Bill
TXN03014,2026-08-02,17898,Salary Payment
TXN03015,2026-08-03,890,Water Bill
TXN03016,2026-08-04,9147,Travel Expense
TXN03017,2026-08-05,8295,Vendor Payment
TXN03018,2026-08-06,1337,Electricity Bill
TXN03019,2026-08-07,11558,Rent
TXN03020,2026-08-08,4649,Office Supplies
TXN03021,2026-08-09,2148,Internet Bill
TXN03022,2026-08-10,18994,Salary Payment
TXN03023,2026-08-11,1986,Water Bill
TXN03024,2026-08-12,1242,Travel Expense
TXN03025,2026-08-13,9391,Vendor Payment
TXN03026,2026-08-14,2433,Electricity Bill
TXN03027,2026-08-15,3653,Rent
TXN03028,2026-08-16,1244,Office Supplies
TXN03029,2026-08-17,1443,Internet Bill
TXN03030,2026-08-18,20090,Salary Payment
TXN03031,2026-08-19,581,Water Bill
TXN03032,2026-08-20,2338,Travel Expense
TXN03033,2026-08-21,10487,Vendor Payment
TXN03034,2026-08-22,3529,Electricity Bill
TXN03035,2026-08-23,4749,Rent
TXN03036,2026-08-24,2340,Office Supplies
TXN03037,2026-08-25,738,Internet Bill
TXN03038,2026-08-26,21186,Salary Payment
TXN03039,2026-08-27,1677,Water Bill
TXN03040,2026-08-28,3434,Travel Expense
TXN03041,2026-08-29,11583,Vendor Payment
TXN03042,2026-08-30,1424,Electricity Bill
TXN03043,2026-08-31,5845,Rent
TXN03044,2026-09-01,3436,Office Supplies
TXN03046,2026-09-03,22282,Salary Payment
TXN03047,2026-09-04,2773,Water Bill
TXN03048,2026-09-05,4530,Travel Expense
TXN03049,2026-09-06,12679,Vendor Payment
TXN03050,2026-09-07,2520,Electricity Bill
TXN03051,2026-09-08,6941,Rent
TXN03052,2026-09-09,4532,Office Supplies
TXN03053,2026-09-10,1129,Internet Bill
TXN03054,2026-09-11,23378,Salary Payment
TXN03055,2026-09-12,1368,Water Bill
TXN03056,2026-09-13,5626,Travel Expense
TXN03057,2026-09-14,13775,Vendor Payment
TXN03058,2026-09-15,3616,Electricity Bill
TXN03059,2026-09-16,8037,Rent
TXN03060,2026-09-17,1127,Office Supplies
TXN03061,2026-09-18,2225,Internet Bill
TXN03062,2026-09-19,24474,Salary Payment
TXN03063,2026-09-20,2464,Water Bill
TXN03064,2026-09-21,6722,Travel Expense
TXN03065,2026-09-22,14871,Vendor Payment
TXN03066,2026-09-23,1511,Electricity Bill
TXN03067,2026-09-24,9133,Rent
TXN03068,2026-09-25,2223,Office Supplies
TXN03069,2026-09-26,1520,Internet Bill
TXN03070,2026-09-27,5569,Salary Payment
TXN03071,2026-09-28,1059,Water Bill
TXN03072,2026-09-29,7818,Travel Expense
TXN03073,2026-09-30,392166,Vendor Payment
TXN03074,2026-10-01,2607,Electricity Bill
TXN03075,2026-10-02,1210229,Rent
TXN03076,2026-10-03,3319,Office Supplies
TXN03077,2026-10-04,815,Internet Bill
TXN03078,2026-10-05,662165,Salary Payment
TXN03079,2026-10-06,2155,Water Bill
TXN03080,2026-10-07,892114,Travel Expense
TXN03081,2026-10-08,5062,Vendor Payment
TXN03082,2026-10-09,3703,Electricity Bill
TXN03083,2026-10-10,11325,Rent
TXN03085,2026-10-12,1911,Internet Bill
TXN03086,2026-10-13,7761,Salary Payment
TXN03087,2026-10-14,750,Water Bill
TXN03088,2026-10-15,1009,Travel Expense
TXN03089,2026-10-16,6158,Vendor Payment
TXN03090,2026-10-17,1598,Electricity Bill
TXN03091,2026-10-18,3420,Rent
TXN03092,2026-10-19,1010,Office Supplies
TXN03093,2026-10-20,1206,Internet Bill
TXN03094,2026-10-21,8857,Salary Payment
TXN03095,2026-10-22,1846,Water Bill
TXN03096,2026-10-23,2105,Travel Expense
TXN03097,2026-10-24,7254,Vendor Payment
TXN03098,2026-10-25,2694,Electricity Bill
TXN03099,2026-10-26,4516,Rent
TXN03100,2026-10-27,2106,Office Supplies
TXN03101,2026-10-28,2302,Internet Bill
TXN03102,2026-10-29,9953,Salary Payment
TXN03103,2026-10-30,2942,Water Bill
TXN03104,2026-10-31,3201,Travel Expense
TXN03105,2026-11-01,8350,Vendor Payment
TXN03106,2026-11-02,3790,Electricity Bill
TXN03107,2026-11-03,5612,Rent
TXN03108,2026-11-04,3202,Office Supplies
TXN03109,2026-11-05,1597,Internet Bill
TXN03110,2026-11-06,11049,Salary Payment
TXN03111,2026-11-07,1537,Water Bill
TXN03112,2026-11-08,4297,Travel Expense
TXN03113,2026-11-09,9446,Vendor Payment
TXN03114,2026-11-10,1685,Electricity Bill
TXN03115,2026-11-11,6708,Rent
TXN03116,2026-11-12,4298,Office Supplies
TXN03117,2026-11-13,892,Internet Bill
